Source: https://www.kaggle.com/nickhould/craft-cans,,,,,,,,,
License: https://opendatacommons.org/licenses/odbl/1.0/,,,,,,,,,
,,,,,,,,,
beer id,abv,ibu,beer name,beer style,ounces,brewery id,brewery name,city,state
826,0.054,,Mystical Stout,Irish Dry Stout,16,499,Wildwood Brewing Company,Stevensville, MT
827,0.064,,Tempter IPA,American IPA,12,480,Telluride Brewing Company,Telluride, CO
828,0.065,65,Dale's Pale Ale (2012),American Pale Ale (APA),12,166,Oskar Blues Brewery,Longmont, CO
829,0.055,,Duckpin Pale Ale,American Pale Ale (APA),12,71,Union Craft Brewing,Baltimore, MD
830,0.051,21,Firemans #4 Blonde Ale (2015),American Blonde Ale,12,128,Real Ale Brewing Company,Blanco, TX
837,0.062,43,Desolation IPA,American IPA,16,401,Amnesia Brewing Company,Washougal, WA
839,0.081,,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12,30,SanTan Brewing Company,Chandler, AZ
840,0.052,,Wisconsin Amber (1998),Vienna Lager,12,192,Capital Brewery,Middleton, WI
845,0.062,,Marble India Pale Ale,American IPA,12,443,Marble Brewery,Albuquerque, NM
846,0.045,18,Black Walnut Wheat,American Dark Wheat Ale,16,314,Piney River Brewing Company,Bucryus, MO
847,0.055,25,Old Tom Porter,American Porter,16,314,Piney River Brewing Company,Bucryus, MO
849,0.06,,Meat Wave,English India Pale Ale (IPA),16,327,Half Acre Beer Company,Chicago, IL
850,0.055,45,Devil’s Ale,American Pale Ale (APA),12,30,SanTan Brewing Company,Chandler, AZ
851,0.092,115,On the Wings of Armageddon,American Double / Imperial IPA,12,227,DC Brau Brewing Company,Washington, DC
852,0.069,20,Sex Panther (2014),American Porter,12,30,SanTan Brewing Company,Chandler, AZ
853,0.099,100,PRO-AM (2012) (2012),American Double / Imperial IPA,12,118,Southern Star Brewing Company,Conroe, TX
855,0.05,22,Special Amber,Vienna Lager,12,498,Sprecher Brewing Company,Glendale, WI
856,0.05,20,Bombshell Blonde,American Blonde Ale,16,118,Southern Star Brewing Company,Conroe, TX
857,0.065,80,Interurban IPA,American IPA,12,460,Fremont Brewing Company,Seattle, WA
858,0.056,30,Universale Pale Ale,American Pale Ale (APA),12,460,Fremont Brewing Company,Seattle, WA
860,0.099,,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16,10,Brewery Vivant,Grand Rapids, MI
861,0.07,68,Cane and Ebel,American Strong Ale,12,74,Two Brothers Brewing Company,Warrenville, IL
862,0.04,,Mustang '33,American Pale Lager,12,366,Mustang Brewing Company,Mustang, OK
863,0.053,48,483 Pale Ale,American Pale Ale (APA),16,365,Great River Brewery,Davenport, IA
864,0.054,30,Roller Dam Red Ale,Irish Red Ale,16,365,Great River Brewery,Davenport, IA
865,0.055,10,Widespread Wit,Witbier,16,365,Great River Brewery,Davenport, IA
866,0.054,30,British Pale Ale (2010),English Pale Ale,16,481,7 Seas Brewing Company,Gig Harbor, WA
867,0.039,,THP Dark (2006),English Dark Mild Ale,12,497,Cans Bar and Canteen,Charlotte, NC
868,0.045,,THP Light (2006),American Blonde Ale,12,497,Cans Bar and Canteen,Charlotte, NC
869,0.05,,THP Amber (2006),American Amber / Red Ale,12,497,Cans Bar and Canteen,Charlotte, NC
870,0.042,,THP White (2006),Witbier,12,497,Cans Bar and Canteen,Charlotte, NC
871,0.058,49,Dry Dock Amber Ale,American Amber / Red Ale,12,496,Dry Dock Brewing Company,Aurora, CO
872,0.043,12,Dry Dock Hefeweizen,Hefeweizen,12,496,Dry Dock Brewing Company,Aurora, CO
873,0.065,,Contemplation (2012),Bière de Garde,16,10,Brewery Vivant,Grand Rapids, MI
874,0.055,23,Sun King Oktoberfest,Märzen / Oktoberfest,16,25,Sun King Brewing Company,Indianapolis, IN
875,0.065,45,Fremont Summer Ale,American Pale Ale (APA),12,460,Fremont Brewing Company,Seattle, WA
876,0.044,42,Bitter American,American Pale Ale (APA),12,368,21st Amendment Brewery,San Francisco, CA
877,0.065,,Draught Hard Apple Cider,Cider,16,338,Uncle John's Fruit House Winery,St. John's, MI
878,0.039,16,Lawnmower Lager,American Adjunct Lager,12,155,Caldera Brewing Company,Ashland, OR
879,0.063,100,Dagger Falls IPA,American IPA,12,309,Sockeye Brewing Company,Boise, ID
880,0.051,17,Apricot Blonde,Fruit / Vegetable Beer,12,496,Dry Dock Brewing Company,Aurora, CO
881,0.066,100,Hop Abomination,American IPA,12,496,Dry Dock Brewing Company,Aurora, CO
882,0.056,35,1881 California Red Ale,American Amber / Red Ale,16,397,Ruhstaller Beer Company,Sacramento, CA
883,0.073,55,CAPT Black IPA,American Black Ale,16,397,Ruhstaller Beer Company,Sacramento, CA
884,0.05,,Elm City Pilsner,American Pilsner,12,410,New England Brewing Company,Woodbridge, CT
885,0.062,,Sea Hag IPA,American IPA,12,410,New England Brewing Company,Woodbridge, CT
886,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12,380,Blue Blood Brewing Company,Lincoln, NE
888,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12,380,Blue Blood Brewing Company,Lincoln, NE
889,0.055,34,Hilliard's Pils,Czech Pilsener,16,362,Hilliard's Beer,Seattle, WA
890,0.048,35,Payette Pale Ale,American Pale Ale (APA),12,307,Payette Brewing Company,Garden City, ID
891,0.075,,Overbite IPA,American IPA,16,301,Old Forge Brewing Company,Danville, PA
892,0.065,65,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),12,166,Oskar Blues Brewery,Longmont, CO
893,0.044,13,Wheat the People,American Pale Wheat Ale,16,418,Coalition Brewing Company,Portland, OR
894,0.084,90,Odyssey Imperial IPA,American Double / Imperial IPA,12,371,Sly Fox Brewing Company,Pottstown, PA
895,0.075,53,Loki Red Ale (2013),American Amber / Red Ale,16,201,Fearless Brewing Company,Estacada, OR
899,0.059,,Rochester Red Ale,American Amber / Red Ale,16,229,Rochester Mills Brewing Company,Rochester, MI
900,0.065,,Celestial Blonde Ale,American Blonde Ale,16,301,Old Forge Brewing Company,Danville, PA
901,0.065,35,Harvest Ale,Saison / Farmhouse Ale,12,460,Fremont Brewing Company,Seattle, WA
902,0.04,,Dead Horse Amber,American Pale Wheat Ale,16,399,Moab Brewery,Moab, UT
904,0.099,85,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16,423,Hess Brewing Company,San Diego, CA
906,0.077,,Upslope Pumpkin Ale,Pumpkin Ale,16,51,Upslope Brewing Company,Boulder, CO
907,0.082,,Upslope Christmas Ale,Winter Warmer,16,51,Upslope Brewing Company,Boulder, CO
908,0.052,20,Pumpkan,Pumpkin Ale,12,295,Wachusett Brewing Company,Westminster, MA
909,0.092,,Escoffier Bretta Ale,American Wild Ale,16,10,Brewery Vivant,Grand Rapids, MI
910,0.066,,Hayride Autumn Ale,Rye Beer,12,292,Baxter Brewing Company,Lewiston, ME
911,0.055,,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16,369,Eddyline Brewery & Restaurant,Buena Vista, CO
912,0.072,93,Oasis,Extra Special / Strong Bitter (ESB),16,45,Tallgrass Brewing Company,Manhattan, KS
913,0.055,,Newburyport Pale Ale,American Pale Ale (APA),12,495,Newburyport Brewing Company,Newburyport, MA
914,0.054,,Plum Island Belgian White,Witbier,12,495,Newburyport Brewing Company,Newburyport, MA
915,0.072,,Green Head IPA,American IPA,12,495,Newburyport Brewing Company,Newburyport, MA
916,0.073,70,Abominable Winter Ale (2012),American Strong Ale,16,80,Hopworks Urban Brewery,Portland, OR
917,0.07,55,Becky's Black Cat Porter,American Porter,16,494,Seven Brides Brewery,Silverton, OR
918,0.07,105,Frankenlou's IPA,American IPA,16,494,Seven Brides Brewery,Silverton, OR
919,0.048,,Chugach Session Ale,Cream Ale,12,493,Broken Tooth Brewing Company,Anchorage, AK
920,0.052,17,Polar Pale Ale,American Pale Ale (APA),12,493,Broken Tooth Brewing Company,Anchorage, AK
921,0.05,15,Northern Lights Amber Ale,American Amber / Red Ale,12,493,Broken Tooth Brewing Company,Anchorage, AK
922,0.045,,Sunsplash Golden Ale (2004),American Blonde Ale,12,492,Stone Coast Brewing Company,Portland, ME
923,0.09,24,The Velvet Fog,Quadrupel (Quad),16,25,Sun King Brewing Company,Indianapolis, IN
924,0.054,27,Deadicated Amber,American Amber / Red Ale,16,491,Devil's Canyon Brewery,Belmont, CA
925,0.05,30,Lily Flagg Milk Stout,Milk / Sweet Stout,12,412,Straight to Ale,Huntsville, AL
926,0.055,16,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,12,371,Sly Fox Brewing Company,Pottstown, PA
927,0.053,,Dirty Hippie Dark Wheat,American Dark Wheat Ale,12,341,Palisade Brewing Company,Palisade, CO
1944,0.07,,Incredible Pedal IPA,American IPA,12,263,Denver Beer Company,Denver, CO
929,0.058,46,Single Engine Red,Irish Red Ale,12,453,Denali Brewing Company,Talkeetna, AK
930,0.057,25,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16,165,Great Crescent Brewery,Aurora, IN
931,0.048,,Wood Splitter Pilsner (2012),Czech Pilsener,12,107,Bonfire Brewing Company,Eagle, CO
932,0.065,20,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16,284,Milwaukee Brewing Company,Milwaukee, WI
933,0.07,,The Deuce,American Brown Ale,16,166,Oskar Blues Brewery,Longmont, CO
934,0.07,,The Deuce,American Brown Ale,16,25,Sun King Brewing Company,Indianapolis, IN
935,0.08,72,Fascist Pig Ale,American Amber / Red Ale,16,256,Finch's Beer Company,Chicago, IL
936,0.055,,Loafin Bräu,Altbier,16,490,Tampa Bay Brewing Company,Tampa, FL
937,0.045,,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12,380,Blue Blood Brewing Company,Lincoln, NE
938,0.062,55,Gangway IPA,American IPA,12,475,Red Hare Brewing Company,Marietta, GA
939,0.07,,Toxic Sludge,American Black Ale,16,489,Blue Point Brewing Company,Patchogue, NY
940,0.06,,Boohai Red Ale,American Amber / Red Ale,12,63,Crazy Mountain Brewing Company,Edwards, CO
941,0.053,,Secret Stache Stout,American Stout,16,256,Finch's Beer Company,Chicago, IL
942,0.064,,1335 Wicked Snout,Saison / Farmhouse Ale,12,380,Blue Blood Brewing Company,Lincoln, NE
943,0.07,70,Deep Ellum IPA,American IPA,12,127,Deep Ellum Brewing Company,Dallas, TX
944,0.06,,Dock Street Amber Beer (1992),American Amber / Red Ale,12,488,Dock Street Brewery,Philadelphia, PA
945,0.065,44,Long Hammer IPA,American IPA,16,487,Redhook Brewery,Woodinville, WA
946,0.052,23,Dallas Blonde,American Blonde Ale,12,127,Deep Ellum Brewing Company,Dallas, TX
947,0.065,71,Twister Creek India Pale Ale,American IPA,12,453,Denali Brewing Company,Talkeetna, AK
948,0.045,35,Circuit Bohemian Pilsner,Czech Pilsener,16,17,Tin Man Brewing Company,Evansville, IN
949,0.052,50,3 Gear Robust Porter,American Porter,16,17,Tin Man Brewing Company,Evansville, IN
950,0.051,22,Rivet Irish Red Ale,Irish Red Ale,16,17,Tin Man Brewing Company,Evansville, IN
951,0.058,36,Alloy,American IPA,16,17,Tin Man Brewing Company,Evansville, IN
952,0.05,29,Shift (1),American Pale Lager,12,82,New Belgium Brewing Company,Fort Collins, CO
953,0.051,31,Wisco Disco,American Amber / Red Ale,16,486,Stillmank Beer Company,Green Bay, WI
954,0.068,,Phantom Punch Winter Stout,Foreign / Export Stout,12,292,Baxter Brewing Company,Lewiston, ME
955,0.065,65,Dale's Pale Ale,American Pale Ale (APA),19.2,166,Oskar Blues Brewery,Longmont, CO
956,0.047,,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12,299,Matt Brewing Company,Utica, NY
957,0.048,,Saranac Traditional Lager (2000),American Pale Lager,12,299,Matt Brewing Company,Utica, NY
958,0.045,,DAX Light (1998),Light Lager,12,299,Matt Brewing Company,Utica, NY
959,0.045,,Saranac Adirondack Light (2002),Light Lager,12,299,Matt Brewing Company,Utica, NY
960,0.051,,Saranac Golden Pilsener (2003),German Pilsener,12,299,Matt Brewing Company,Utica, NY
961,0.051,32,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12,485,MacTarnahans Brewing Company,Portland, OR
962,0.05,,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12,485,MacTarnahans Brewing Company,Portland, OR
963,0.055,,Manhattan Gold Lager (1990),American Amber / Red Lager,12,484,The Manhattan Brewing Company,New York, NY
964,0.065,,Dank IPA (2012),American IPA,16,451,Dad & Dude's Breweria,Aurora, CO
965,0.044,38,Field 41 Pale Ale,American Pale Ale (APA),12,483,Bale Breaker Brewing Company,Yakima, WA
966,0.068,70,Topcutter India Pale Ale,American IPA,12,483,Bale Breaker Brewing Company,Yakima, WA
967,0.071,95,Black IPA,American Black Ale,12,392,Santa Fe Brewing Company,Santa Fe, NM
968,0.056,21,Farmer John's Multi-Grain Ale,American Blonde Ale,16,482,Confluence Brewing Company,Des Moines, IA
969,0.048,22,Capital Gold Golden Lager,German Pilsener,16,482,Confluence Brewing Company,Des Moines, IA
970,0.068,75,Des Moines IPA,American IPA,16,482,Confluence Brewing Company,Des Moines, IA
971,0.052,27,Phat Chance,American Blonde Ale,12,361,Wild Onion Brewing Company,Lake Barrington, IL
972,0.059,75,Rude Parrot IPA,American IPA,16,481,7 Seas Brewing Company,Gig Harbor, WA
973,0.057,,Face Down Brown Ale,American Brown Ale,12,480,Telluride Brewing Company,Telluride, CO
974,0.04,29,WYLD Extra Pale Ale,American Pale Ale (APA),12,159,Uinta Brewing Company,Salt Lake City, UT
975,0.051,,Shipyard Summer Ale,American Pale Wheat Ale,12,385,Shipyard Brewing Company,Portland, ME
976,0.079,,Marooned On Hog Island,American Stout,12,368,21st Amendment Brewery,San Francisco, CA
977,0.051,,Orignal Blend,Cider,12,446,Downeast Cider House,Leominster, MA
978,0.06,35,Old Red Beard Amber Ale,American Amber / Red Ale,12,374,Astoria Brewing Company,Astoria, OR
979,0.062,35,Poop Deck Porter,American Porter,12,374,Astoria Brewing Company,Astoria, OR
980,0.082,138,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12,374,Astoria Brewing Company,Astoria, OR
981,0.045,,Barstool American Golden Ale,American Blonde Ale,12,279,Foolproof Brewing Company,Pawtucket, RI
982,0.065,,Raincloud Robust Porter,American Porter,12,279,Foolproof Brewing Company,Pawtucket, RI
983,0.06,,Backyahd IPA,American IPA,12,279,Foolproof Brewing Company,Pawtucket, RI
984,0.06,34,Leaning Chimney Smoked Porter,American Porter,16,379,Grey Sail Brewing of Rhode Island,Westerly, RI
985,0.066,50,Bark Bite IPA,American IPA,16,444,Big Wood Brewery,Vadnais Heights, MN
986,0.055,35,Morning Wood,Oatmeal Stout,16,444,Big Wood Brewery,Vadnais Heights, MN
988,0.06,,Davy Jones Lager,Cream Ale,12,479,Heavy Seas Beer,Halethorpe, MD
989,0.06,30,AARGHtoberfest!,Märzen / Oktoberfest,12,479,Heavy Seas Beer,Halethorpe, MD
990,0.072,45,Loose Cannon,American IPA,12,479,Heavy Seas Beer,Halethorpe, MD
991,0.055,20,Get Up Offa That Brown,American Brown Ale,16,240,Golden Road Brewing,Los Angeles, CA
992,0.085,,oSKAr the G'Rauch,American IPA,16,166,Oskar Blues Brewery,Longmont, CO
993,0.085,,oSKAr the G'Rauch,American IPA,19.2,166,Oskar Blues Brewery,Longmont, CO
994,0.08,,Abominable Ale,English Strong Ale,12,460,Fremont Brewing Company,Seattle, WA
995,0.084,90,Winterfest,American Strong Ale,16,309,Sockeye Brewing Company,Boise, ID
996,0.058,,Demshitz Brown Ale,American Brown Ale,12,107,Bonfire Brewing Company,Eagle, CO
997,0.058,,Awry Rye Pale Ale,American Pale Ale (APA),12,107,Bonfire Brewing Company,Eagle, CO
998,0.061,,Tent Pole Vanilla Porter,American Porter,16,107,Bonfire Brewing Company,Eagle, CO
999,0.067,70,Watershed IPA (2013),American IPA,12,150,Oakshire Brewing,Eugene, OR
1000,0.056,36,Good People Pale Ale,American Pale Ale (APA),12,478,Good People Brewing Company,Birmingham, AL
1001,0.06,,413 Farmhouse Ale,Saison / Farmhouse Ale,12,477,Big Elm Brewing,Sheffield, MA
1002,0.065,,Gerry Dog Stout,American Stout,12,477,Big Elm Brewing,Sheffield, MA
1003,0.07,,Big Elm IPA,American IPA,12,477,Big Elm Brewing,Sheffield, MA
1004,0.051,,The One They Call Zoe,American Pale Lager,12,395,Hops & Grain Brewery,Austin, TX
1943,0.05,,Graham Cracker Porter,American Porter,12,263,Denver Beer Company,Denver, CO
2003,0.062,,Escape to Colorado,American IPA,12,81,Epic Brewing,Denver, CO
1008,0.055,,Macon History Ale,American Brown Ale,12,400,Macon Beer Company,Macon, GA
1009,0.044,12,Tallgrass Pub Ale,American Brown Ale,16,45,Tallgrass Brewing Company,Manhattan, KS
1010,0.072,40,Old Potentate,Old Ale,12,118,Southern Star Brewing Company,Conroe, TX
1011,0.085,110,Red Cockaded Ale (2013),American Double / Imperial IPA,12,118,Southern Star Brewing Company,Conroe, TX
1012,0.05,,467 Ethan's Stout,American Stout,12,380,Blue Blood Brewing Company,Lincoln, NE
1013,0.08,,Hibernal Vinifera Stout,Foreign / Export Stout,12,264,Ska Brewing Company,Durango, CO
1014,0.05,,Pumpkin Patch Ale (2012),Pumpkin Ale,16,369,Eddyline Brewery & Restaurant,Buena Vista, CO
1015,0.043,14,Hangar 24 Helles Lager,Munich Helles Lager,12,476,Hangar 24 Craft Brewery,Redlands, CA
1016,0.046,17,Orange Wheat,Fruit / Vegetable Beer,12,476,Hangar 24 Craft Brewery,Redlands, CA
1017,0.068,110,Ethos IPA,American IPA,16,45,Tallgrass Brewing Company,Manhattan, KS
1018,0.07,70,Sculpin IPA,American IPA,12,34,Ballast Point Brewing Company,San Diego, CA
1019,0.046,,Longfin Lager,Munich Helles Lager,12,34,Ballast Point Brewing Company,San Diego, CA
1020,0.099,85,3Beans,Baltic Porter,12,46,Sixpoint Craft Ales,Brooklyn, NY
1021,0.072,55,Watership Brown Ale,American Brown Ale,12,475,Red Hare Brewing Company,Marietta, GA
1022,0.051,,Quaff India Style Session Ale,American IPA,16,201,Fearless Brewing Company,Estacada, OR
1023,0.064,,Mistress Winter Wheat,Winter Warmer,12,107,Bonfire Brewing Company,Eagle, CO
1024,0.079,45,Fireside Chat,Winter Warmer,12,368,21st Amendment Brewery,San Francisco, CA
1025,0.086,,Blue Blood N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12,380,Blue Blood Brewing Company,Lincoln, NE
1026,0.068,,Preservation IPA,American IPA,16,474,Tonka Beer Company,Minnetonka, MN
1027,0.05,,Big Island Shandy,Shandy,16,474,Tonka Beer Company,Minnetonka, MN
1028,0.06,,Aaah Bock Lager,Vienna Lager,16,365,Great River Brewery,Davenport, IA
1029,0.04,37,Wachusett Light IPA (2013),American IPA,12,295,Wachusett Brewing Company,Westminster, MA
1030,0.051,17,Country Pale Ale,English Pale Ale,12,295,Wachusett Brewing Company,Westminster, MA
1031,0.095,,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16,10,Brewery Vivant,Grand Rapids, MI
1033,0.099,,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16,10,Brewery Vivant,Grand Rapids, MI
1034,0.05,,Cabrillo Kölsch,Kölsch,16,240,Golden Road Brewing,Los Angeles, CA
2008,0.052,,Element 29,American Pale Ale (APA),12,81,Epic Brewing,Denver, CO
1036,0.099,92,Lower De Boom,American Barleywine,8.4,368,21st Amendment Brewery,San Francisco, CA
1037,0.063,50,Bronx Pale Ale,American Pale Ale (APA),16,329,The Bronx Brewery,Bronx, NY
1038,0.047,,Wachusett Summer,American Pale Wheat Ale,12,295,Wachusett Brewing Company,Westminster, MA
1039,0.05,,Underachiever,American Adjunct Lager,16,473,Engine House 9,Tacoma, WA
1040,0.065,,Hobnob B & B Pale Ale,American Pale Ale (APA),12,74,Two Brothers Brewing Company,Warrenville, IL
1041,0.045,,Testudo,Bière de Garde,12,74,Two Brothers Brewing Company,Warrenville, IL
1042,0.077,23,Atom Smasher,Märzen / Oktoberfest,12,74,Two Brothers Brewing Company,Warrenville, IL
1043,0.044,,North Fork Lager,American Pale Lager,12,307,Payette Brewing Company,Garden City, ID
1044,0.06,,Big Red Coq,American Amber / Red Ale,16,10,Brewery Vivant,Grand Rapids, MI
2477,0.052,,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12,81,Epic Brewing,Denver, CO
1046,0.05,35,Golden Pilsner,German Pilsener,12,326,Morgan Street Brewery,Saint Louis, MO
1047,0.037,53,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12,448,Mavericks Beer Company,Half Moon Bay, CA
1048,0.062,65,Outlaw IPA,American IPA,12,307,Payette Brewing Company,Garden City, ID
1049,0.099,60,Bourbon Barrel Johan,English Barleywine,16,25,Sun King Brewing Company,Indianapolis, IN
1050,0.05,18,The Lawn Ranger,Cream Ale,16,29,Cedar Creek Brewery,Seven Points, TX
1051,0.046,24,Black Bear Dark Lager,Schwarzbier,12,326,Morgan Street Brewery,Saint Louis, MO
1052,0.047,14,Honey Wheat,American Pale Wheat Ale,12,326,Morgan Street Brewery,Saint Louis, MO
1053,0.047,,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12,470,Pete's Brewing Company,San Antonio, TX
1054,0.047,,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12,470,Pete's Brewing Company,San Antonio, TX
1055,0.047,,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12,470,Pete's Brewing Company,San Antonio, TX
1056,0.055,,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12,470,Pete's Brewing Company,San Antonio, TX
1057,0.06,31,South Ridge Amber Ale,American Amber / Red Ale,16,472,Crystal Springs Brewing Company,Boulder, CO
1058,0.065,26,33 Select Brown Ale,American Brown Ale,16,471,Okoboji Brewing Company,Spirit Lake, IA
1059,0.095,19,The Hole in Hadrian's Wall,Scottish Ale,16,471,Okoboji Brewing Company,Spirit Lake, IA
1060,0.049,,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,12,470,Pete's Brewing Company,San Antonio, TX
1061,0.047,,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,12,470,Pete's Brewing Company,San Antonio, TX
1062,0.051,,Pete's ESP Lager (1998),American Pale Lager,12,470,Pete's Brewing Company,San Antonio, TX
1063,0.05,20,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16,45,Tallgrass Brewing Company,Manhattan, KS
1064,0.05,30,Owney Irish Style Red Ale,Irish Red Ale,16,365,Great River Brewery,Davenport, IA
1065,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
1066,0.055,,Akari Shogun American Wheat Ale,American Pale Wheat Ale,16,327,Half Acre Beer Company,Chicago, IL
1067,0.067,85,Disconnected Red,American Amber / Red Ale,16,220,Big Choice Brewing,Broomfield, CO
1068,0.066,20,Barn Burner Saison,Saison / Farmhouse Ale,12,125,Karbach Brewing Company,Houston, TX
1069,0.055,,West Sixth Amber Ale,American Amber / Red Ale,12,100,West Sixth Brewing,Lexington, KY
1070,0.046,18,Longboard Island Lager,American Amber / Red Lager,12,439,Kona Brewing Company,Kona, HI
1071,0.07,85,Hop Shock IPA,American IPA,12,30,SanTan Brewing Company,Chandler, AZ
1072,0.05,15,SanTan HefeWeizen,Hefeweizen,12,30,SanTan Brewing Company,Chandler, AZ
1073,0.055,20,Epicenter Amber Ale,American Amber / Red Ale,12,30,SanTan Brewing Company,Chandler, AZ
1075,0.064,,Stout Ol' Friend (2012),American Stout,16,386,Revolution Brewing,Paonia, CO
1076,0.057,,Power House Porter,American Porter,12,309,Sockeye Brewing Company,Boise, ID
1077,0.05,30,Schlafly American Brown Ale,American Brown Ale,12,428,Schlafly Brewing Company,Saint Louis, MO
1078,0.045,30,Schlafly IPA,American IPA,12,428,Schlafly Brewing Company,Saint Louis, MO
1079,0.073,,Ozzy,Belgian Pale Ale,12,262,The Brewer's Art,Baltimore, MD
1080,0.075,51,Hop Happy,American IPA,16,284,Milwaukee Brewing Company,Milwaukee, WI
1081,0.045,,Occidental Kölsch,Kölsch,16,200,Occidental Brewing Company,Portland, OR
1082,0.047,42,RecreationAle,American Pale Ale (APA),12,469,Terrapin Brewing Company,Athens, GA
1085,0.058,60,Rise-Up Red (2014),American Amber / Red Ale,16,80,Hopworks Urban Brewery,Portland, OR
1086,0.06,50,Four Squared (2015),American Blonde Ale,12,128,Real Ale Brewing Company,Blanco, TX
1087,0.05,,Side Kick Kölsch,Kölsch,12,468,Peace Tree Brewing Company,Knoxville, IA
1088,0.04,34,Cutthroat Pale Ale,American Pale Ale (APA),12,159,Uinta Brewing Company,Salt Lake City, UT
1089,0.073,82,Hop Notch IPA (2013),American IPA,12,159,Uinta Brewing Company,Salt Lake City, UT
1090,0.072,33,Double Bag,Altbier,16,268,Long Trail Brewing Company,Bridgewater Corners, VT
1091,0.053,52,Hans' Pils (2015),German Pilsener,12,128,Real Ale Brewing Company,Blanco, TX
1092,0.055,,Penn Quarter Porter,American Porter,12,227,DC Brau Brewing Company,Washington, DC
1093,0.042,24,Narragansett Summer Ale,American Pale Wheat Ale,12,143,Narragansett Brewing Company,Providence, RI
1094,0.045,,Grey Lady,Witbier,12,145,Cisco Brewers,Nantucket, MA
1095,0.05,,Orange Grove Wheat Ale,American Pale Wheat Ale,12,467,Brindle Dog Brewing Company,Tampa Bay, FL
1096,0.062,,Tampa Pale Ale,American Pale Ale (APA),12,467,Brindle Dog Brewing Company,Tampa Bay, FL
1097,0.04,32,Organic Baba Black Lager,Schwarzbier,12,159,Uinta Brewing Company,Salt Lake City, UT
1098,0.048,,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12,43,Rivertowne Brewing Company,Export, PA
1099,0.062,,Old Wylie's IPA,American IPA,12,43,Rivertowne Brewing Company,Export, PA
1100,0.055,,RT Lager,American Amber / Red Lager,12,43,Rivertowne Brewing Company,Export, PA
1101,0.061,,Grateful White,Witbier,12,43,Rivertowne Brewing Company,Export, PA
1102,0.051,,Maxwell's Scottish Ale,Scottish Ale,12,43,Rivertowne Brewing Company,Export, PA
1103,0.053,,Babbling Blonde,American Blonde Ale,12,43,Rivertowne Brewing Company,Export, PA
1104,0.056,,Rusty Nail Pale Ale,American Pale Ale (APA),12,169,Crooked Fence Brewing Company,Garden City, ID
1105,0.055,,3 Picket Porter,American Porter,12,169,Crooked Fence Brewing Company,Garden City, ID
1106,0.05,30,Pablo Beach Pale Ale,American Pale Ale (APA),12,466,Green Room Brewing,Jacksonville, FL
1107,0.07,,Nut Sack Imperial Brown Ale,American Brown Ale,12,465,Engine 15 Brewing,Jacksonville Beach, FL
1108,0.06,18,Sweet As Pacific Ale,American Pale Wheat Ale,12,464,Good Life Brewing Company,Bend, OR
1109,0.07,70,Descender IPA,American IPA,12,464,Good Life Brewing Company,Bend, OR
1110,0.06,,River Runners Pale Ale,American Pale Ale (APA),16,369,Eddyline Brewery & Restaurant,Buena Vista, CO
1111,0.08,120,Heady Topper,American Double / Imperial IPA,16,272,The Alchemist,Waterbury, VT
1112,0.073,69,Overrated! West Coast Style IPA,American IPA,16,61,Surly Brewing Company,Brooklyn Center, MN
1113,0.055,13,Elder Betty,Hefeweizen,12,303,Magic Hat Brewing Company,South Burlington, VT
1114,0.088,,MechaHopzilla,American Double / Imperial IPA,16,174,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1115,0.046,27,Shenanigans Summer Ale,American Pale Wheat Ale,12,277,Indeed Brewing Company,Minneapolis, MN
1116,0.045,,Fremont Organic Pale Ale,American Pale Ale (APA),12,460,Fremont Brewing Company,Seattle, WA
